Active,Confirmed,Date,Deceased,NewConfirmed,NewDeceased,NewRecovered,Recovered,State,doubling_time_last_10days,doubling_time_last_2days,doubling_time_last_5days,doubling_time_last_7days
12,19,2020-04-11,0,0,0,0,7,Chandigarh,128.20099947341154,,64.10049973670577,89.74069963138807
14,21,2020-04-12,0,2,0,0,7,Chandigarh,44.965561056019204,13.851383446452367,22.482780528009602,31.475892739213442
14,21,2020-04-13,0,0,0,0,7,Chandigarh,44.965561056019204,,22.482780528009602,31.475892739213442
14,21,2020-04-14,0,0,0,0,7,Chandigarh,44.965561056019204,,34.628458616130914,31.475892739213442
12,21,2020-04-15,0,0,0,2,9,Chandigarh,44.965561056019204,,34.628458616130914,31.475892739213442
12,21,2020-04-16,0,0,0,0,9,Chandigarh,44.965561056019204,,,48.47984206258329
12,21,2020-04-17,0,0,0,0,9,Chandigarh,44.965561056019204,,,48.47984206258329
14,23,2020-04-18,0,2,0,0,9,Chandigarh,28.27758770543464,15.238729949686984,38.09682487421747,53.33555482390446
13,26,2020-04-19,0,3,0,4,13,Chandigarh,22.09885147006091,11.30724392051781,16.227322966422545,22.718252152991568
12,26,2020-04-20,0,0,0,1,14,Chandigarh,22.09885147006091,,16.227322966422545,22.718252152991568
13,27,2020-04-21,0,1,0,0,14,Chandigarh,27.580874894503932,36.73244073951763,13.790437447251966,19.30661242615275
13,27,2020-04-22,0,0,0,0,14,Chandigarh,27.580874894503932,,21.614560450228034,19.30661242615275
13,27,2020-04-23,0,0,0,0,14,Chandigarh,27.580874894503932,,91.83110184879408,19.30661242615275
12,27,2020-04-24,0,0,0,1,15,Chandigarh,27.580874894503932,,91.83110184879408,30.260384630319237
13,28,2020-04-25,0,1,0,0,15,Chandigarh,24.094208396532093,38.11889366840296,95.29723417100736,65.47244679499626
19,36,2020-04-26,0,8,0,2,17,Chandigarh,12.859956968509314,5.516174978900787,12.047104198266046,14.90994552753387
28,45,2020-04-27,0,9,0,0,17,Chandigarh,10.327472372807305,6.21256743901078,6.7845772442836205,9.498408141997068
39,56,2020-04-28,0,11,0,0,17,Chandigarh,9.034115679880246,6.339107532533535,4.750740883269275,6.651037236576984
51,68,2020-04-29,0,12,0,0,17,Chandigarh,7.209685140348133,7.140105162909907,3.905920684525655,5.2529863000441335
56,74,2020-04-30,0,6,0,1,18,Chandigarh,6.874903537317415,16.39471598460215,4.809873565991797,4.812432476122192
70,88,2020-05-01,0,14,0,0,18,Chandigarh,5.866671272015469,8.000695964273394,5.167539258803792,4.237091422263961
75,94,2020-05-02,0,6,0,1,19,Chandigarh,5.556477469275395,21.017845266183173,6.691344974849428,5.055378602402556
77,97,2020-05-03,1,3,1,0,19,Chandigarh,5.419979760208481,44.126741214042575,9.757049450404352,6.317348884994618
80,102,2020-05-04,1,5,0,2,21,Chandigarh,5.361727843210173,27.581451555903392,10.799789739974623,8.091826791045259
97,119,2020-05-05,1,17,0,0,21,Chandigarh,5.797461860286361,8.99311221120384,11.4840586022376,8.670288380926667
102,124,2020-05-06,1,5,0,0,21,Chandigarh,6.838339935435188,33.68219834246539,12.51227896533858,9.39921626552006
113,135,2020-05-07,1,11,0,0,21,Chandigarh,7.8773609903696755,16.310647814165662,10.484317712588973,11.33816270708484
123,146,2020-05-08,2,11,1,0,21,Chandigarh,9.071432579772653,17.6977114702019,9.663717757199509,11.019531680340302
143,169,2020-05-09,2,23,0,3,24,Chandigarh,8.393302989011483,9.476208390052893,9.880218690765195,8.739440635359703
146,173,2020-05-10,3,4,1,0,24,Chandigarh,10.254342465628767,59.26138151110242,10.40730188914518,9.183906452795174
150,181,2020-05-11,3,8,0,4,28,Chandigarh,10.579133109238844,30.66654058079548,11.81948460385035,11.569710109211645
154,187,2020-05-12,3,6,0,2,30,Chandigarh,10.559867069312622,42.509259703019794,14.002860464829002,11.810396246210999
158,191,2020-05-13,3,4,0,0,30,Chandigarh,11.049681193482193,65.49996352630124,28.320686638100835,13.982850565551459
151,191,2020-05-14,3,0,0,7,37,Chandigarh,14.64963068535602,,35.01385838735009,18.059656606071965
148,191,2020-05-15,3,0,0,3,40,Chandigarh,16.045375869867488,,64.44715730818248,39.64896129334117
137,191,2020-05-16,3,0,0,11,51,Chandigarh,19.975500807930654,,163.74990881575312,49.019401742290114
137,191,2020-05-17,3,0,0,0,51,Chandigarh,25.799509437245664,,,90.22602023145546
139,196,2020-05-18,3,5,0,3,54,Chandigarh,46.76603342499732,53.64660651247456,134.11651628118642,103.22141619827364
139,199,2020-05-19,3,3,0,3,57,Chandigarh,49.50583451560837,91.26262394374348,84.46546263119471,118.25164768367256
63,202,2020-05-20,3,3,0,79,136,Chandigarh,63.14502817219802,92.64894456246157,61.89447496588457,86.65226495223841
37,218,2020-05-21,3,16,0,42,178,Chandigarh,45.189597838124925,18.18630821183058,26.21156446560561,36.69619025184786
38,219,2020-05-22,3,1,0,0,178,Chandigarh,50.669282556299045,302.9047891875675,31.234926125001078,35.46849778940933
43,225,2020-05-23,3,6,0,1,179,Chandigarh,42.30971023687095,51.289768924777114,28.223621517364837,29.61679716580966
79,262,2020-05-24,4,37,1,0,179,Chandigarh,21.930104771311694,9.105734455031136,13.325816905041005,16.717888788340613
75,266,2020-05-25,4,4,0,8,187,Chandigarh,20.926911179012528,91.49367743545507,17.415649261454508,16.720098729579245
87,278,2020-05-26,4,12,0,0,187,Chandigarh,18.46680310205376,31.417574853437532,14.528379183022006,15.19329375052681
88,279,2020-05-27,4,1,0,0,187,Chandigarh,19.630496433218745,386.0825647617325,16.11135547069269,19.666402353886895
0,0,2020-03-14,0,0,0,0,0,Chhattisgarh,,,,
0,0,2020-03-15,0,0,0,0,0,Chhattisgarh,,,,
0,0,2020-03-16,0,0,0,0,0,Chhattisgarh,,,,
0,0,2020-03-17,0,0,0,0,0,Chhattisgarh,,,,
0,0,2020-03-18,0,0,0,0,0,Chhattisgarh,,,,
1,1,2020-03-19,0,1,0,0,0,Chhattisgarh,,0.0,0.0,
1,1,2020-03-20,0,0,0,0,0,Chhattisgarh,,,0.0,0.0
1,1,2020-03-21,0,0,0,0,0,Chhattisgarh,,,0.0,0.0
1,1,2020-03-22,0,0,0,0,0,Chhattisgarh,,,0.0,0.0
1,1,2020-03-23,0,0,0,0,0,Chhattisgarh,0.0,,,0.0
1,1,2020-03-24,0,0,0,0,0,Chhattisgarh,0.0,,,0.0
3,3,2020-03-25,0,2,0,0,0,Chhattisgarh,0.0,1.2618595071429148,3.154648767857287,4.4165082750002025
6,6,2020-03-26,0,3,0,0,0,Chhattisgarh,0.0,2.0,1.934264036172708,2.7079696506417914
6,6,2020-03-27,0,0,0,0,0,Chhattisgarh,0.0,,1.934264036172708,2.7079696506417914
7,7,2020-03-28,0,1,0,0,0,Chhattisgarh,3.5620718710802217,8.99311221120384,1.7810359355401109,2.4934503097561547
7,7,2020-03-29,0,0,0,0,0,Chhattisgarh,3.5620718710802217,,4.090339495506258,2.4934503097561547
8,8,2020-03-30,0,1,0,0,0,Chhattisgarh,3.333333333333333,10.381786139368867,12.047104198266046,2.333333333333333
7,9,2020-03-31,0,1,0,2,2,Chhattisgarh,3.154648767857287,11.769898384723435,8.547556456757274,4.4165082750002025
7,9,2020-04-01,0,0,0,0,2,Chhattisgarh,3.154648767857287,,13.790437447251966,11.966579039460182
6,9,2020-04-02,0,0,0,1,3,Chhattisgarh,3.154648767857287,,13.790437447251966,11.966579039460182
6,9,2020-04-03,0,0,0,0,3,Chhattisgarh,6.309297535714574,,29.424745961808597,19.30661242615275
7,10,2020-04-04,0,1,0,0,3,Chhattisgarh,13.569154488567241,13.157626957921162,32.894067394802896,13.60350746912312
2,10,2020-04-05,0,0,0,5,8,Chhattisgarh,13.569154488567241,,32.894067394802896,21.743986036537727
2,10,2020-04-06,0,0,0,0,8,Chhattisgarh,19.43358209874732,,32.894067394802896,46.05169435272406
1,10,2020-04-07,0,0,0,1,9,Chhattisgarh,19.43358209874732,,32.894067394802896,46.05169435272406
1,10,2020-04-08,0,0,0,0,9,Chhattisgarh,31.0628371950539,,,46.05169435272406
9,18,2020-04-09,0,8,0,0,9,Chhattisgarh,10.0,2.3584991696787516,5.89624792419688,7.0
9,18,2020-04-10,0,0,0,0,9,Chhattisgarh,10.0,,5.89624792419688,8.254747093875629
16,25,2020-04-11,0,7,0,0,9,Chhattisgarh,6.784577244283621,4.220021912964319,3.7823539868301497,5.295295581562209
21,31,2020-04-12,0,6,0,1,10,Chhattisgarh,5.604528834751721,6.444542188277077,3.0632220565967967,4.288510879235514
21,31,2020-04-13,0,0,0,0,10,Chhattisgarh,6.126444113193593,,6.375344785631358,4.288510879235514
20,33,2020-04-14,0,2,0,3,13,Chhattisgarh,5.805629752883312,22.17348761354293,5.717754804097593,4.0639408270183175
16,33,2020-04-15,0,0,0,4,17,Chhattisgarh,5.805629752883312,,12.483212277040534,8.00485672573663
13,36,2020-04-16,0,3,0,6,23,Chhattisgarh,5.411264469398964,15.932334472595622,23.177260175908252,7.0
12,36,2020-04-17,0,0,0,1,24,Chhattisgarh,5.411264469398964,,23.177260175908252,13.306244059233755
11,36,2020-04-18,0,0,0,1,25,Chhattisgarh,10.0,,39.830836181489055,32.448164246271546
11,36,2020-04-19,0,0,0,0,25,Chhattisgarh,10.0,,39.830836181489055,32.448164246271546
11,36,2020-04-20,0,0,0,0,25,Chhattisgarh,19.008920084619653,,,55.76317065408468
11,36,2020-04-21,0,0,0,0,25,Chhattisgarh,46.354520351816504,,,55.76317065408468
8,36,2020-04-22,0,0,0,3,28,Chhattisgarh,46.354520351816504,,,
6,36,2020-04-23,0,0,0,2,30,Chhattisgarh,79.66167236297811,,,
6,36,2020-04-24,0,0,0,0,30,Chhattisgarh,79.66167236297811,,,
5,37,2020-04-25,0,1,0,2,32,Chhattisgarh,252.9828948343008,50.59657896686015,126.49144741715038,177.08802638401053
5,37,2020-04-26,0,0,0,0,32,Chhattisgarh,252.9828948343008,,126.49144741715038,177.08802638401053
5,37,2020-04-27,0,0,0,0,32,Chhattisgarh,252.9828948343008,,126.49144741715038,177.08802638401053
4,38,2020-04-28,0,1,0,2,34,Chhattisgarh,128.20099947341154,51.982957741800746,64.10049973670577,89.74069963138807
4,38,2020-04-29,0,0,0,0,34,Chhattisgarh,128.20099947341154,,129.95739435450187,89.74069963138807
4,40,2020-04-30,0,2,0,2,36,Chhattisgarh,65.78813478960579,27.026814667929802,44.45443019038004,46.05169435272406
7,43,2020-05-01,0,3,0,0,36,Chhattisgarh,39.01072647856368,19.168717913255826,23.06151914516398,32.28612680322957
7,43,2020-05-02,0,0,0,0,36,Chhattisgarh,39.01072647856368,,28.036768791057767,32.28612680322957
21,57,2020-05-03,0,14,0,0,36,Chhattisgarh,15.083752246495711,4.918533596862638,8.547556456757274,11.228085510276392
22,58,2020-05-04,0,1,0,0,36,Chhattisgarh,15.419543509242644,79.70991660161776,9.327437642366002,11.47440381895249
23,59,2020-05-05,0,1,0,0,36,Chhattisgarh,14.854654255170978,81.09624530875091,10.955823400251305,11.028562566808702
23,59,2020-05-06,0,0,0,0,36,Chhattisgarh,14.854654255170978,,10.955823400251305,12.484061543463982
23,59,2020-05-07,0,0,0,0,36,Chhattisgarh,15.755089381155289,,100.496381380396,15.338152760351822
21,59,2020-05-08,0,0,0,2,38,Chhattisgarh,15.755089381155289,,202.74061327187724,15.338152760351822
16,59,2020-05-09,0,0,0,5,43,Chhattisgarh,17.83437363351997,,,140.69493393255436
10,59,2020-05-10,0,0,0,6,49,Chhattisgarh,21.91164680050261,,,283.83685858062813
6,59,2020-05-11,0,0,0,4,53,Chhattisgarh,21.91164680050261,,,
5,59,2020-05-12,0,0,0,1,54,Chhattisgarh,200.992762760792,,,
4,59,2020-05-13,0,0,0,1,55,Chhattisgarh,405.4812265437545,,,
4,60,2020-05-14,0,1,0,1,56,Chhattisgarh,412.41286430664553,82.4825728613291,206.20643215332282,288.6890050146518
10,66,2020-05-15,0,6,0,0,56,Chhattisgarh,61.8233931943044,14.545081794683425,30.9116965971522,43.27637523601308
9,67,2020-05-16,0,1,0,2,58,Chhattisgarh,54.51191254424154,92.18683777730423,27.25595627212077,38.158338780969075
26,85,2020-05-17,0,18,0,1,59,Chhattisgarh,18.984414083193386,5.825778706830871,9.492207041596693,13.28908985823537
36,95,2020-05-18,0,10,0,0,59,Chhattisgarh,14.551538486143336,12.463802609408123,7.541876123247856,10.186076940300334
41,100,2020-05-19,0,5,0,0,59,Chhattisgarh,13.13692508589116,27.026814667929802,8.34081128190139,9.195847560123816
55,114,2020-05-20,0,14,0,0,59,Chhattisgarh,10.523580048555266,10.580117111070956,6.5205981076394055,7.559399994995772
69,128,2020-05-21,0,14,0,0,59,Chhattisgarh,8.949691496785046,11.968165696403425,8.46583688929935,7.325195608152334
110,172,2020-05-22,0,44,0,3,62,Chhattisgarh,6.478271175770832,4.691919699994274,5.838330920666162,5.146394468488338
150,214,2020-05-23,0,42,0,2,64,Chhattisgarh,5.4508496076740105,6.345132739763002,4.55534877696887,5.254955224677756
188,252,2020-05-24,0,38,0,0,64,Chhattisgarh,5.173611383856035,8.481298882945964,4.369140237268184,4.973624460338824
225,292,2020-05-25,0,40,0,3,67,Chhattisgarh,4.70868458880974,9.409788190717359,4.202300215341413,4.527906352994241
281,360,2020-05-26,0,68,0,12,79,Chhattisgarh,4.802008022598665,6.6218908216027845,4.692243528455852,4.219503179579535
281,364,2020-05-27,0,4,0,4,83,Chhattisgarh,5.160121054150085,125.45836315681518,6.524624258595416,4.642542036810493
0,0,2020-03-14,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-15,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-16,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-17,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-18,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-19,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-20,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-21,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-22,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-23,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-24,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-25,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-26,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-27,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-28,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-29,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-30,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-03-31,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-01,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-02,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-03,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-04,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-05,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-06,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-07,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-08,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-09,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-10,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-11,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-12,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-13,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-14,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-15,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-16,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-17,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-18,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-19,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-20,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-21,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-22,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-23,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-24,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-25,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-26,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-27,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-28,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-29,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-04-30,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-05-01,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-05-02,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-05-03,0,0,0,0,0,Dadra and Nagar Haveli,,,,
0,0,2020-05-04,0,0,0,0,0,Dadra and Nagar Haveli,,,,
1,1,2020-05-05,0,1,0,0,0,Dadra and Nagar Haveli,0.0,0.0,0.0,0.0
1,1,2020-05-06,0,0,0,0,0,Dadra and Nagar Haveli,0.0,,0.0,0.0
1,1,2020-05-07,0,0,0,0,0,Dadra and Nagar Haveli,0.0,,0.0,0.0
1,1,2020-05-08,0,0,0,0,0,Dadra and Nagar Haveli,0.0,,0.0,0.0
1,1,2020-05-09,0,0,0,0,0,Dadra and Nagar Haveli,0.0,,,0.0
1,1,2020-05-10,0,0,0,0,0,Dadra and Nagar Haveli,0.0,,,0.0
1,1,2020-05-11,0,0,0,0,0,Dadra and Nagar Haveli,0.0,,,
0,1,2020-05-12,0,0,0,1,1,Dadra and Nagar Haveli,0.0,,,
0,1,2020-05-13,0,0,0,0,1,Dadra and Nagar Haveli,0.0,,,
0,1,2020-05-14,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-15,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-16,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-17,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-18,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-19,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-20,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-21,0,0,0,0,1,Dadra and Nagar Haveli,,,,
0,1,2020-05-22,0,0,0,0,1,Dadra and Nagar Haveli,,,,
1,2,2020-05-23,0,1,0,0,1,Dadra and Nagar Haveli,10.0,2.0,5.0,7.0
1,2,2020-05-24,0,0,0,0,1,Dadra and Nagar Haveli,10.0,,5.0,7.0
1,2,2020-05-25,0,0,0,0,1,Dadra and Nagar Haveli,10.0,,5.0,7.0
1,2,2020-05-26,0,0,0,0,1,Dadra and Nagar Haveli,10.0,,5.0,7.0
1,2,2020-05-27,0,0,0,0,1,Dadra and Nagar Haveli,10.0,,,7.0
0,0,2020-03-14,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-15,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-16,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-17,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-18,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-19,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-20,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-21,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-22,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-23,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-24,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-25,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-26,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-27,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-28,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-29,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-30,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-03-31,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-01,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-02,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-03,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-04,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-05,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-06,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-07,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-08,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-09,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-10,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-11,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-12,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-13,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-14,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-15,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-16,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-17,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-18,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-19,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-20,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-21,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-22,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-23,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-24,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-25,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-26,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-27,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-28,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-29,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-04-30,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-01,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-02,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-03,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-04,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-05,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-06,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-07,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-08,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-09,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-10,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-11,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-12,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-13,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-14,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-15,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-16,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-17,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-18,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-19,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-20,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-21,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-22,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-23,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-24,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-25,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-26,0,0,0,0,0,Daman and Diu,,,,
0,0,2020-05-27,0,0,0,0,0,Daman and Diu,,,,
5,7,2020-03-14,1,7,1,1,1,Delhi,,,,
4,7,2020-03-15,1,0,0,1,2,Delhi,,,,
4,7,2020-03-16,1,0,0,0,2,Delhi,,,,
5,8,2020-03-17,1,1,0,0,2,Delhi,,10.381786139368867,,
7,10,2020-03-18,1,2,0,0,2,Delhi,,6.21256743901078,9.71679104937366,
10,14,2020-03-19,1,4,0,1,3,Delhi,,4.1200854342122915,5.0,
14,20,2020-03-20,1,6,0,2,5,Delhi,,3.886716419749464,3.301260110568466,4.6217641547958515
21,27,2020-03-21,1,7,0,0,5,Delhi,,4.6193706993980665,2.849185485585758,3.5942916033884735
21,27,2020-03-22,1,0,0,0,5,Delhi,,,3.4892823722790824,3.5942916033884735
24,30,2020-03-23,1,3,0,0,5,Delhi,4.762957889201828,13.157626957921162,4.5473740600454216,3.670897541851996
23,30,2020-03-24,1,0,0,1,6,Delhi,4.762957889201828,,8.547556456757274,4.4165082750002025
28,35,2020-03-25,1,5,0,0,6,Delhi,4.306765580733931,8.99311221120384,13.354860842598677,5.295295581562209
29,36,2020-03-26,1,1,0,0,6,Delhi,4.608454206183701,49.21019543547671,12.047104198266046,8.254747093875629
33,40,2020-03-27,1,4,0,0,6,Delhi,5.0,13.157626957921162,12.047104198266046,12.344795222462098
42,49,2020-03-28,1,9,0,0,6,Delhi,5.532947556651123,6.831026883590268,7.063950310123197,8.141216689148207
64,72,2020-03-29,2,23,1,0,6,Delhi,5.411264469398964,3.6022071328677767,4.804726384756728,5.542208484319904
89,97,2020-03-30,2,25,0,0,6,Delhi,5.419979760208481,4.6512943169175305,3.4965332274404015,4.13461784932014
112,120,2020-03-31,2,23,0,0,6,Delhi,4.646833468994426,6.515130095615049,3.154648767857287,3.9378770005372994
144,152,2020-04-01,2,32,0,0,6,Delhi,4.271611405960976,5.864467731810914,3.0614412848326173,3.3686196044385297
281,293,2020-04-02,4,141,2,2,8,Delhi,3.0414862445189685,2.112313078440048,2.469340845582572,2.4366227805145297
372,386,2020-04-03,6,93,2,0,8,Delhi,2.88752454867024,5.0289139564597445,2.5093546292943643,2.3507704133164915
423,445,2020-04-04,6,59,0,8,16,Delhi,2.7565397687260007,9.746375499797766,2.6444239860147825,2.663889600411076
480,503,2020-04-05,7,58,1,0,16,Delhi,2.7378609103451463,11.315221107260511,2.8960541138460267,2.9479868806249256
502,525,2020-04-06,7,22,0,0,16,Delhi,2.922725674387161,32.383932112431886,5.942358470616701,3.2874915848638087
547,576,2020-04-07,9,51,2,4,20,Delhi,3.333333333333333,14.95311575166054,8.658488972890304,3.6420443021955897
639,669,2020-04-08,9,93,0,1,21,Delhi,3.589440436799609,9.261943542051732,8.500497388421342,5.8768931285890496
683,720,2020-04-09,12,51,3,4,25,Delhi,3.868528072345416,18.86958083456,9.662983981588663,7.783000525156416
862,903,2020-04-10,14,183,2,2,27,Delhi,3.890059656747036,6.121279418879043,6.390523090022823,6.856556372763847
1023,1069,2020-04-11,19,166,5,0,27,Delhi,5.355356606736764,8.214768206479004,5.604620041690075,6.436003087092593
1102,1154,2020-04-12,24,85,5,1,28,Delhi,6.329232211081831,18.118999458333185,6.3567528601515795,6.160594937518471
1451,1510,2020-04-13,28,356,4,3,31,Delhi,5.673207450861352,5.1558972465170925,4.679545921860616,5.034494077938128
