Date,NewConfirmed,Confirmed,NewRecovered,Recovered,NewDeceased,Deceased,Active,doubling_time_last_2days,doubling_time_last_5days,doubling_time_last_7days,doubling_time_last_10days,State
2020-04-22,92,2248,113,724,1,48,1476,33.175826965298434,20.163922648106656,15.386434003103291,17.418765834685335,Delhi
2020-04-23,128,2376,84,808,2,50,1518,25.0335447685468,20.29447980303459,14.672844477776527,16.499899465160283,Delhi
2020-04-24,138,2514,49,857,3,53,1604,24.55499787067938,18.33465017963186,17.101942091517593,14.883445260426248,Delhi
2020-04-25,111,2625,12,869,1,54,1702,32.085849916341594,17.608098645948516,17.94158724298956,14.735752417939382,Delhi
2020-04-26,293,2918,8,877,0,54,1987,13.100797627329907,13.28593451495239,14.3530000314244,12.927967017937975,Delhi
2020-04-27,190,3108,0,877,0,54,2177,21.976423135322786,12.90483541052227,13.266889575001303,13.97991184826507,Delhi
2020-04-28,206,3314,201,1078,0,54,2182,21.601281664775076,12.544251326747153,12.501527708998456,13.766307920270162,Delhi
2020-04-29,125,3439,14,1092,2,56,2291,37.44230610623169,12.83131438263654,13.122024259689331,13.798581946058205,Delhi
2020-04-30,76,3515,2,1094,3,59,2362,63.42044181446085,18.618866898575888,14.476567455857538,14.181027686425793,Delhi
2020-05-01,223,3738,73,1167,2,61,2510,22.537273323932773,18.777222371729806,13.726858944132385,13.63095090612819,Delhi
2020-05-02,384,4122,89,1256,3,64,2802,14.176561265533259,15.884568628112312,14.045940855966851,12.581628524816315,Delhi
2020-05-03,427,4549,106,1362,0,64,3123,14.064210034647367,12.389721604202807,12.737394767039426,11.688185601872409,Delhi
2020-05-04,349,4898,69,1431,0,64,3403,18.75410141549312,10.445651508467783,12.41973367109955,11.112650199295981,Delhi
2020-05-05,206,5104,37,1468,0,64,3572,33.64989177336756,11.126892505896976,12.28847986115446,12.396974235163908,Delhi
2020-05-06,428,5532,74,1542,1,65,3925,17.215729745142472,11.779765921961632,10.698841164282372,12.021908927699814,Delhi
2020-05-07,448,5980,389,1931,1,66,3983,17.80241189530843,12.671186147485844,10.326327964465241,11.742989890778079,Delhi
2020-05-08,338,6318,89,2020,2,68,4230,25.21354210436691,13.613771093772847,11.361359808891654,11.39628644950723,Delhi
2020-05-09,224,6542,0,2020,0,68,4454,39.79004992167764,13.962446535519678,13.35413208140766,11.158135584256083,Delhi
2020-05-10,381,6923,49,2069,5,73,4781,24.490119167767528,15.451356130783337,14.022307408697836,11.246939410243053,Delhi
2020-05-11,310,7233,60,2129,0,73,5031,31.64717025251923,18.218343161638018,13.917446645555074,12.326661761440876,Delhi
2020-05-12,406,7639,383,2512,13,86,5041,25.38404801451961,18.253780932766247,15.034925003685194,13.371945148681943,Delhi
2020-05-13,359,7998,346,2858,20,106,5034,30.1861779270843,17.246879177913648,16.686778337736676,14.135344365366366,Delhi
2020-05-14,472,8470,187,3045,9,115,5310,24.177163949279638,17.18421977178251,16.552610021641968,13.684877014526935,Delhi
2020-05-15,425,8895,473,3518,8,123,5254,28.315522612544196,16.756006687692402,15.791984512202992,14.594418575565234,Delhi
2020-05-16,438,9333,408,3926,6,129,5278,28.840764186326663,17.303606413159986,16.243426874824532,15.571584327860807,Delhi
2020-05-17,422,9755,276,4202,19,148,5405,31.347482225075325,17.451849110933534,16.2206858165718,15.957261710653055,Delhi
2020-05-18,299,10054,283,4485,12,160,5409,45.918092565716,20.215438395217678,17.66276692056147,16.1299186331883,Delhi
2020-05-19,500,10554,265,4750,6,166,5638,28.563147503817806,20.265610984046468,17.496557448086882,16.438699295170938,Delhi
2020-05-20,534,11088,442,5192,10,176,5720,28.086229352234664,20.113734165271467,18.0149905760071,16.22499246864317,Delhi
2020-05-21,571,11659,375,5567,18,194,5898,27.607192030773355,19.437836389418035,17.931359365278528,16.39375554562568,Delhi
2020-05-22,660,12319,330,5897,14,208,6214,25.175886150082263,17.058118923432467,17.479359118444815,16.046883521040787,Delhi
2020-05-23,591,12910,370,6267,23,231,6412,29.584113381944146,17.19991494151969,17.314936971109564,16.44587731082013,Delhi
2020-05-24,508,13418,273,6540,30,261,6617,35.91912210399398,18.170553349590076,16.81075667910465,16.86047393104327,Delhi
2020-05-25,635,14053,231,6771,15,276,7006,29.981187918237723,18.557413939068955,16.945531299459223,16.935794918660886,Delhi
2020-05-26,412,14465,183,6954,12,288,7223,47.975232949620406,21.58138236588749,18.249737510361346,17.594713144742943,Delhi
2020-05-27,792,15257,310,7264,15,303,7690,26.006115445421237,20.748410885842688,18.03996973778269,16.619530430203117,Delhi
2020-05-28,1024,16281,231,7495,13,316,8470,21.340616890965066,17.919883844927593,17.399770142041408,15.989781228343654,Delhi
2020-05-29,1105,17386,351,7846,82,398,9142,21.111134931230353,16.284104026247395,16.300410071706107,15.410056507446985,Delhi
2020-05-30,1163,18549,229,8075,18,416,10058,21.409754921137022,13.936307633784175,14.98378232579902,14.927659996636006,Delhi
2020-05-31,1295,19844,403,8478,57,473,10893,20.54201104527487,13.184557001428065,14.061174093577677,14.538735789970131,Delhi
2020-06-01,990,20834,268,8746,50,523,11565,28.475023445404783,14.054792438004133,13.298541024397444,14.483290075396356,Delhi
2020-06-02,1298,22132,497,9243,33,556,12333,22.937364826001016,14.359242668139435,13.043579105998905,13.851102694240582,Delhi
2020-06-03,1513,23645,299,9542,59,615,13488,20.964072077784746,14.27781129835938,13.002794198938297,13.321663636460867,Delhi
2020-06-04,1359,25004,356,9898,44,659,14447,24.80658127686964,14.994479994235366,13.352844817843433,12.66475926706154,Delhi
2020-06-05,1330,26334,417,10315,49,708,15311,26.7494943709895,14.793476201758079,13.845340222778821,12.69913248330837,Delhi
2020-06-06,1320,27654,349,10664,53,761,16229,28.344069662803694,15.559148596514461,14.620331569833374,13.08388712389169,Delhi
2020-06-07,1282,28936,335,10999,51,812,17125,30.591644111174002,17.16264647977818,14.770249344840279,13.606563035912325,Delhi
2020-06-08,1007,29943,358,11357,62,874,17712,40.524164121184285,19.226342354619764,16.05191854981456,14.474348935898151,Delhi
2020-06-09,1366,31309,504,11861,31,905,18543,31.07585035532559,20.02797877091034,17.282146097815918,15.200466003866348,Delhi
2020-06-10,1501,32810,384,12245,79,984,19581,29.60412013754545,20.271851994015837,17.85820495443187,15.262614513766989,Delhi
2020-06-11,1877,34687,486,12731,101,1085,20871,24.91917566926641,19.118297208199056,17.61146318983818,15.42587981002072,Delhi
2020-06-12,2137,36824,667,13398,129,1214,22212,23.18806245827493,16.754483903496848,16.94266370047937,15.646729251525034,Delhi
2020-06-13,2134,38958,1547,14945,57,1271,22742,24.60833753728936,15.85579168975137,16.314958422983036,15.630844285499608,Delhi
2020-06-14,2224,41182,878,15823,56,1327,24032,24.97057192405269,15.249560483184938,15.224171910692618,15.501779744054227,Delhi
2020-06-15,1647,42829,604,16427,73,1400,25002,35.35186808691712,16.43693734477299,15.486363767632588,15.845353931659396,Delhi
2020-03-14,0,0,0,0,0,0,0,,,,,Goa
2020-03-15,0,0,0,0,0,0,0,,,,,Goa
2020-03-16,0,0,0,0,0,0,0,,,,,Goa
2020-03-17,0,0,0,0,0,0,0,,,,,Goa
2020-03-18,0,0,0,0,0,0,0,,,,,Goa
2020-03-19,0,0,0,0,0,0,0,,,,,Goa
2020-03-20,0,0,0,0,0,0,0,,,,,Goa
2020-03-21,0,0,0,0,0,0,0,,,,,Goa
2020-03-22,0,0,0,0,0,0,0,,,,,Goa
2020-03-23,0,0,0,0,0,0,0,,,,,Goa
2020-03-24,0,0,0,0,0,0,0,,,,,Goa
2020-03-25,3,3,0,0,0,0,3,0.0,0.0,0.0,0.0,Goa
2020-03-26,0,3,0,0,0,0,3,,0.0,0.0,0.0,Goa
2020-03-27,0,3,0,0,0,0,3,,0.0,0.0,0.0,Goa
2020-03-28,0,3,0,0,0,0,3,,0.0,0.0,0.0,Goa
2020-03-29,2,5,0,0,0,0,5,2.713830897713448,6.7845772442836205,0.0,0.0,Goa
2020-03-30,0,5,0,0,0,0,5,,6.7845772442836205,0.0,0.0,Goa
2020-03-31,0,5,0,0,0,0,5,,6.7845772442836205,9.498408141997068,0.0,Goa
2020-04-01,0,5,0,0,0,0,5,,6.7845772442836205,9.498408141997068,0.0,Goa
2020-04-02,0,5,0,0,0,0,5,,,9.498408141997068,0.0,Goa
2020-04-03,1,6,0,0,0,0,6,7.603568033847861,19.008920084619653,7.0,10.0,Goa
2020-04-04,1,7,0,0,0,0,7,8.99311221120384,10.300213585530727,14.420299019743018,8.180678991012517,Goa
2020-04-05,0,7,0,0,0,0,7,,10.300213585530727,14.420299019743018,8.180678991012517,Goa
2020-04-06,0,7,0,0,0,0,7,,10.300213585530727,14.420299019743018,8.180678991012517,Goa
2020-04-07,0,7,0,0,0,0,7,,22.482780528009602,14.420299019743018,20.600427171061455,Goa
2020-04-08,0,7,0,0,0,0,7,,,14.420299019743018,20.600427171061455,Goa
2020-04-09,0,7,0,0,0,0,7,,,31.475892739213442,20.600427171061455,Goa
2020-04-10,0,7,1,1,0,0,6,,,,20.600427171061455,Goa
2020-04-11,0,7,4,5,0,0,2,,,,20.600427171061455,Goa
2020-04-12,0,7,0,5,0,0,2,,,,44.965561056019204,Goa
2020-04-13,0,7,0,5,0,0,2,,,,,Goa
2020-04-14,0,7,0,5,0,0,2,,,,,Goa
2020-04-15,0,7,1,6,0,0,1,,,,,Goa
2020-04-16,0,7,0,6,0,0,1,,,,,Goa
2020-04-17,0,7,0,6,0,0,1,,,,,Goa
2020-04-18,0,7,0,6,0,0,1,,,,,Goa
2020-04-19,0,7,1,7,0,0,0,,,,,Goa
2020-04-20,0,7,0,7,0,0,0,,,,,Goa
2020-04-21,0,7,0,7,0,0,0,,,,,Goa
2020-04-22,0,7,0,7,0,0,0,,,,,Goa
2020-04-23,0,7,0,7,0,0,0,,,,,Goa
2020-04-24,0,7,0,7,0,0,0,,,,,Goa
2020-04-25,0,7,0,7,0,0,0,,,,,Goa
2020-04-26,0,7,0,7,0,0,0,,,,,Goa
2020-04-27,0,7,0,7,0,0,0,,,,,Goa
2020-04-28,0,7,0,7,0,0,0,,,,,Goa
2020-04-29,0,7,0,7,0,0,0,,,,,Goa
2020-04-30,0,7,0,7,0,0,0,,,,,Goa
2020-05-01,0,7,0,7,0,0,0,,,,,Goa
2020-05-02,0,7,0,7,0,0,0,,,,,Goa
2020-05-03,0,7,0,7,0,0,0,,,,,Goa
2020-05-04,0,7,0,7,0,0,0,,,,,Goa
2020-05-05,0,7,0,7,0,0,0,,,,,Goa
2020-05-06,0,7,0,7,0,0,0,,,,,Goa
2020-05-07,0,7,0,7,0,0,0,,,,,Goa
2020-05-08,0,7,0,7,0,0,0,,,,,Goa
2020-05-09,0,7,0,7,0,0,0,,,,,Goa
2020-05-10,0,7,0,7,0,0,0,,,,,Goa
2020-05-11,0,7,0,7,0,0,0,,,,,Goa
2020-05-12,0,7,0,7,0,0,0,,,,,Goa
2020-05-13,0,7,0,7,0,0,0,,,,,Goa
2020-05-14,8,15,0,7,0,0,8,1.818949624018169,4.5473740600454216,6.366323684063591,9.094748120090843,Goa
2020-05-15,0,15,0,7,0,0,8,,4.5473740600454216,6.366323684063591,9.094748120090843,Goa
2020-05-16,5,20,0,7,0,0,13,4.818841679306419,3.301260110568466,4.6217641547958515,6.602520221136932,Goa
2020-05-17,9,29,0,7,0,0,22,3.7309750569464017,2.438279735961105,3.4135916303455467,4.87655947192221,Goa
2020-05-18,9,38,0,7,0,0,31,5.128908468363852,3.728458130796177,2.8681793873726806,4.097399124818115,Goa
2020-05-19,8,46,0,7,0,0,39,7.255987245414631,3.092774525685237,2.5771231398709067,3.681604485529868,Goa
2020-05-20,4,50,0,7,0,0,43,16.62590082824166,3.7823539868301497,4.030016497454114,3.525469956178875,Goa
2020-05-21,2,52,0,7,0,0,45,35.3459753702594,5.935008877485098,3.902876097486351,3.4565181129628466,Goa
2020-05-22,2,54,9,16,0,0,38,36.73244073951763,9.862711281467053,4.884995321190715,3.3926681820225504,Goa
2020-05-23,1,55,0,16,0,0,39,75.5509229173065,19.395048464017357,7.5808548112863665,5.334843825603839,Goa
2020-05-24,11,66,0,16,0,0,50,7.603568033847861,12.483212277040534,8.788817946685148,4.678354860653737,Goa
2020-05-25,1,67,3,19,0,0,48,92.18683777730423,13.674298415695837,12.902578075608952,5.733415351022723,Goa
2020-05-26,0,67,9,28,0,0,39,,16.066750882377903,16.57852415295838,8.277404324094332,Goa
2020-05-27,1,68,9,37,0,0,31,93.57315787602957,16.334364294640093,18.086774618952337,11.911351040014628,Goa
2020-05-28,1,69,1,38,0,0,31,94.95947722326041,77.96622006331208,19.79431139380425,17.095112913514548,Goa
2020-05-29,0,69,3,41,0,0,28,,117.82652575451664,21.39594850712848,21.5207293247892,Goa
2020-05-30,1,70,1,42,0,0,28,96.34579585143491,79.12165282495181,82.46072453545624,23.31854089335639,Goa
2020-05-31,1,71,2,44,0,0,27,97.73211379115574,80.27708018999765,83.67407703906805,25.32545634150937,Goa
2020-06-01,2,73,6,50,0,0,23,49.90338782050186,61.500537769759255,56.57234539531672,24.481911022967385,Goa
2020-06-02,6,79,7,57,0,0,22,17.550604423827867,25.60736949461133,32.35978056301142,38.552488405219655,Goa
2020-06-03,47,126,0,57,0,0,69,2.969565625735746,5.89624792419688,8.057503253953074,10.974650682205176,Goa
2020-06-04,40,166,0,57,0,0,109,5.028163904429577,4.080658918427748,5.526977683294647,7.6397098129621295,Goa
2020-06-05,30,196,8,65,0,0,131,8.344793071865848,3.5090544142819904,4.712450234479133,6.547729333396377,Goa
2020-06-06,71,267,0,65,0,0,202,4.484444819538387,2.8458971992089097,3.6631017824092935,5.122500829730736,Goa
2020-06-07,33,300,0,65,0,0,235,11.896069361318029,3.995081999738105,3.4330652999244458,4.716326555520578,Goa
2020-06-08,30,330,2,67,0,0,263,14.545081794683425,5.043969376102834,3.3938711609722363,4.470194358715631,Goa
2020-06-09,29,359,0,67,0,0,292,16.45849149497633,5.72652287017248,4.634042665473656,4.276989994178794,Goa
2020-06-10,28,387,0,67,0,0,320,18.45874596769264,9.337175839649369,5.732299994401486,4.155645207705053,Goa
2020-06-11,30,417,0,67,0,0,350,18.56772000220717,10.524435062984383,6.426772218298978,4.1664534392673085,Goa
2020-06-12,46,463,2,69,0,0,394,13.248120555004272,10.234447258253727,8.814206519173577,5.325980753671937,Goa
2020-06-13,60,523,1,70,0,0,453,11.376644976265853,9.21103603278735,8.729829230314676,6.040005232096488,Goa
2020-06-14,41,564,4,74,0,0,490,18.36813516856069,9.201975322634269,9.052943887656626,6.558058621617894,Goa
2020-06-15,28,592,11,85,0,0,507,28.611479234723767,9.890222639390123,9.700485968686175,8.705057921314094,Goa
2020-03-14,0,0,0,0,0,0,0,,,,,Gujarat
2020-03-15,0,0,0,0,0,0,0,,,,,Gujarat
2020-03-16,0,0,0,0,0,0,0,,,,,Gujarat
2020-03-17,0,0,0,0,0,0,0,,,,,Gujarat
2020-03-18,0,0,0,0,0,0,0,,,,,Gujarat
2020-03-19,2,2,0,0,0,0,2,0.0,0.0,,,Gujarat
2020-03-20,5,7,0,0,0,0,7,1.1065895113302244,0.0,0.0,,Gujarat
2020-03-21,7,14,0,0,0,0,14,2.0,0.0,0.0,,Gujarat
2020-03-22,4,18,0,0,1,1,17,5.516174978900787,0.0,0.0,,Gujarat
2020-03-23,12,30,0,0,0,1,29,2.713830897713448,1.2797901240490774,0.0,0.0,Gujarat
2020-03-24,4,34,0,0,0,1,33,11.075899249584324,2.1928786606601647,0.0,0.0,Gujarat
2020-03-25,4,38,0,0,0,1,37,12.463802609408123,3.470842101188026,1.6478623935664676,0.0,Gujarat
2020-03-26,5,43,0,0,2,3,40,11.214707516423106,3.979815163077229,2.6728678905801107,0.0,Gujarat
2020-03-27,4,47,0,0,0,3,44,15.585537300770811,7.719644067509158,4.006332455736064,0.0,Gujarat
2020-03-28,8,55,0,0,1,4,51,8.819475234649781,7.205681708309151,4.343955077742105,2.0914552761453566,Gujarat
2020-03-29,8,63,1,1,1,5,57,10.208237324023813,6.855396555985642,6.53967656216227,3.154648767857287,Gujarat
2020-03-30,7,70,2,3,1,6,61,13.157626957921162,7.11219077588154,6.71900982847908,4.306765580733931,Gujarat
2020-03-31,4,74,2,5,0,6,63,24.94687914959219,7.635167112401723,7.280095469186128,4.903094350437237,Gujarat
2020-04-01,13,87,0,5,0,6,76,8.565672553771114,7.5576217760894435,6.885164129728199,6.5101924539423015,Gujarat
2020-04-02,1,88,5,10,1,7,71,121.29943630614895,10.370180278170206,7.736150694468753,7.288795608779035,Gujarat
2020-04-03,7,95,0,10,2,9,76,18.112006327145046,11.348867582231295,8.877661946128086,7.564707973660299,Gujarat
2020-04-04,13,108,3,13,1,10,85,10.808947358071551,9.167009662739668,9.001969877956519,7.526590989885747,Gujarat
2020-04-05,20,128,8,21,1,11,96,8.159518660422714,8.975750148753713,8.039351633454434,6.918446707434522,Gujarat
2020-04-06,18,146,1,22,1,12,112,10.536044502356221,6.845630241631893,7.140152677055801,7.099928715279354,Gujarat
2020-04-07,29,175,3,25,2,14,136,7.65150302267037,5.6730796825303615,6.942601239028442,6.784577244283621,Gujarat
2020-04-08,11,186,0,25,2,16,145,22.740788178327474,6.375344785631358,6.483119114544049,7.0928233830244825,Gujarat
2020-04-09,76,262,1,26,2,18,218,4.046418977394237,4.838289831522396,4.782834075487177,5.48254740820787,Gujarat
2020-04-10,116,378,7,33,1,19,326,3.782009348012436,3.643205270253069,3.873063289655785,4.71854152622073,Gujarat
2020-04-11,90,468,11,44,3,22,402,6.4909291865690175,3.523226782986142,3.74258556457328,4.147771664039854,Gujarat
2020-04-12,48,516,0,44,2,24,448,14.198239354954195,3.3965811979115563,3.843191850591308,4.096058054868492,Gujarat
2020-04-13,56,572,10,54,2,26,492,13.454958863929935,4.438729983058244,4.096777052454051,4.15803210652398,Gujarat
2020-04-14,78,650,5,59,2,28,563,10.844541959160424,6.393424624078051,3.877821807761216,4.265673103055682,Gujarat
2020-04-15,116,766,5,64,5,33,669,8.442214187478784,7.033972629812998,4.522613642101893,4.181692842795587,Gujarat
2020-04-16,163,929,9,73,3,36,820,7.185606253089825,5.894088897625625,5.395853860063147,4.152265787889652,Gujarat
2020-04-17,170,1099,13,86,5,41,972,8.249433685970438,5.307267803199914,5.683612988531134,3.901956537237558,Gujarat
2020-04-18,277,1376,7,93,12,53,1230,6.167336799792354,4.621205143615044,4.946865368279966,4.1791313557507594,Gujarat
2020-04-19,367,1743,12,105,10,63,1575,5.863518983230066,4.215296177394299,4.354627102054106,4.534912050089199,Gujarat
2020-04-20,196,1939,26,131,8,71,1737,13.008956394887312,4.710039148789701,4.439367554983812,4.876306705589483,Gujarat
2020-04-21,239,2178,8,139,19,90,1949,11.926687799107794,5.066818323271644,4.643179432030872,4.813336446156463,Gujarat
2020-04-22,229,2407,40,179,13,103,2125,13.866530287687128,6.197663276435687,5.0965221591482495,4.823579765537195,Gujarat
2020-04-23,217,2624,79,258,9,112,2254,16.060183527859646,8.471774117134832,5.575128976464279,4.967077967070408,Gujarat
2020-04-24,191,2815,7,265,15,127,2423,19.730247591367046,9.29675412121552,6.778646995268375,5.325611551503327,Gujarat
2020-04-25,256,3071,17,282,6,133,2656,15.9269158416836,10.08665326290561,8.566506052326904,5.797242563928237,Gujarat
2020-04-26,230,3301,31,313,18,151,2837,19.19484787310786,10.972925482169053,9.119447809285512,6.302341925477553,Gujarat
2020-04-27,247,3548,81,394,11,162,2992,19.211766008752434,11.487959856753207,9.943152785529351,7.317828836872453,Gujarat
2020-04-28,226,3774,40,434,19,181,3159,22.449608494866823,11.821462793763347,10.788180105913213,8.972457533087269,Gujarat
2020-04-29,308,4082,93,527,16,197,3358,17.670691903290034,12.17826040542289,10.980246400944557,9.311304459935146,Gujarat
2020-04-30,313,4395,86,613,17,214,3568,18.764017366329238,12.107709403849613,10.891072666479914,9.873040486079217,Gujarat
2020-05-01,326,4721,123,736,22,236,3749,19.374341001346615,12.133375696426814,11.283334727221801,10.289586615628757,Gujarat
2020-05-02,333,5054,160,896,26,262,3896,20.339014488597027,11.867147529925955,11.390957543457016,10.574648116682404,Gujarat
2020-05-03,374,5428,146,1042,28,290,4096,19.41840772234871,12.16117334216938,11.411529383187279,10.556476214833172,Gujarat
2020-05-04,376,5804,153,1195,29,319,4290,20.698191681668305,12.463098198369927,11.27299314527198,10.88922491888717,Gujarat
2020-05-05,441,6245,186,1381,49,368,4496,18.929704578554162,12.388224491511073,11.411330734341536,10.871947198712297,Gujarat
2020-05-06,380,6625,119,1500,28,396,4729,23.468977014606107,12.804268134814965,11.82318016812754,11.099833126597408,Gujarat
2020-05-07,388,7013,209,1709,29,425,4879,24.357191357809292,13.527735651448364,12.260498924283304,11.186466817365988,Gujarat
2020-05-08,390,7403,163,1872,24,449,5082,25.615311620280384,14.242477818740726,12.711455878835286,11.643695744028495,Gujarat
2020-05-09,394,7797,219,2091,23,472,5234,26.7347133041606,15.6143840390009,13.397169858243869,12.091080135876641,Gujarat
2020-05-10,398,8195,454,2545,21,493,5157,27.845529511647072,16.296014110281966,14.064798498000286,12.568317187250047,Gujarat
2020-05-11,347,8542,235,2780,20,513,5249,33.428074817880486,17.57208782284433,15.491101346457679,13.207453382235606,Gujarat
2020-05-12,362,8904,466,3246,24,537,5121,33.400303893100585,18.772745709105553,16.411386066995878,14.004957465147214,Gujarat
2020-05-13,364,9268,316,3562,29,566,5140,34.59941141745756,20.053027450020217,17.40313778142291,14.81019568376917,Gujarat
2020-05-14,324,9592,191,3753,20,586,5253,40.34404225269729,22.0179243192307,18.73051874701317,16.151694468225447,Gujarat
2020-05-15,340,9932,282,4035,20,606,5291,39.79893358852632,22.987410432985463,20.04782109964581,17.118486083868785,Gujarat
2020-05-16,1057,10989,273,4308,19,625,6056,13.707648995179172,16.47258615756212,16.538913309742966,15.433135411121828,Gujarat
2020-05-17,391,11380,191,4499,34,659,6222,39.650716234644776,16.88216136033222,16.91414662513876,16.1207476512348,Gujarat
2020-05-18,366,11746,305,4804,35,694,6248,43.79339691279435,17.107704480980914,17.51558689502527,16.915364723362643,Gujarat
2020-05-19,395,12141,239,5043,25,719,6379,41.913158042412405,17.257381770200034,17.969114943313897,17.634463654629613,Gujarat
2020-05-20,398,12539,176,5219,30,749,6571,42.978365245848906,26.265720206656308,18.110377107727675,18.057826806037532,Gujarat
2020-05-21,371,12910,269,5488,24,773,6649,47.5435388076604,27.474272088713217,18.502227061985018,18.657986871823073,Gujarat
2020-05-22,363,13273,392,5880,29,802,6591,49.99313991091986,28.356736234094285,25.69426051687377,19.298889107746717,Gujarat
2020-05-23,396,13669,289,6169,27,829,6671,47.15511727106992,29.236270222135467,26.474322481269397,19.569313158483656,Gujarat
2020-05-24,394,14063,243,6412,29,858,6793,48.78442688699946,30.214749189381056,26.95056148988854,19.930314666667734,Gujarat
2020-05-25,405,14468,224,6636,30,888,6944,48.826799589756405,30.417972916655607,27.670363155736517,25.20127018207947,Gujarat
2020-05-26,361,14829,501,7137,27,915,6777,56.24959872127,31.2642989533948,28.925737424955177,26.18344218742311,Gujarat
2020-05-27,376,15205,410,7547,23,938,6720,55.36408186618846,32.54400780135506,29.6538779384202,26.85455737589759,Gujarat
2020-05-28,367,15572,454,8001,22,960,6611,58.12528501536523,34.00207282812662,30.374066127750307,27.849955970489034,Gujarat
2020-05-29,372,15944,608,8609,20,980,6355,58.72099996939186,35.6765419248821,31.516495392479573,28.852424877265854,Gujarat
2020-05-30,412,16356,621,9230,27,1007,6119,54.338445783835496,35.361015113400384,32.12253160083817,29.297078076947123,Gujarat
2020-05-31,438,16794,689,9919,31,1038,5837,52.45774396780264,34.86748491606745,32.54597042423058,29.459297865660805,Gujarat
2020-06-01,423,17217,861,10780,25,1063,5374,55.72910916850908,34.51143156507739,32.495797793636015,30.036697774071143,Gujarat
2020-06-02,415,17632,1114,11894,29,1092,4646,58.203239034841616,34.439409206168826,32.763818190002496,30.647420213669072,Gujarat
2020-06-03,485,18117,318,12212,30,1122,4783,51.08824371649341,33.89276486143214,32.05277476303778,30.818675711282765,Gujarat
2020-06-04,492,18609,455,12667,33,1155,4787,51.737805726713546,33.77131623555894,31.391976456343546,30.526967027599802,Gujarat
2020-06-05,510,19119,344,13011,35,1190,4918,51.27345858611421,33.074626614872805,31.085262181109886,30.260734030055595,Gujarat
2020-06-06,498,19617,313,13324,29,1219,5074,53.91218845116982,32.48687690567169,31.22789840280719,30.01649292339103,Gujarat
2020-06-07,480,20097,319,13643,30,1249,5205,57.34647218729218,33.41440137109955,31.369543521904305,29.943119233939253,Gujarat
2020-06-08,477,20574,321,13964,31,1280,5330,59.09789592675273,34.525193806913265,31.44284273244331,30.21126658994968,Gujarat
2020-06-09,470,21044,409,14373,33,1313,5358,61.37483607817946,36.126674646737385,32.397676649563394,30.72545291317492,Gujarat
2020-06-10,510,21554,370,14743,34,1347,5464,57.892691718390004,36.804974592300304,33.02586265519066,30.852594493943247,Gujarat
2020-06-11,513,22067,366,15109,38,1385,5573,58.936411645682156,37.06164833033733,33.835477185029056,30.893338330016636,Gujarat
2020-06-12,495,22562,392,15501,31,1416,5645,62.49130698831197,37.57346068354338,34.689437357835715,31.590498010029503,Gujarat
2020-06-13,517,23079,390,15891,33,1449,5739,61.18873756453471,37.54549791788235,35.07004250907679,32.19780441043575,Gujarat
2020-06-14,511,23590,442,16333,29,1478,5779,63.301747493919756,38.396622034020965,35.469418517230295,32.98497331348617,Gujarat
2020-06-15,514,24104,339,16672,28,1506,5926,64.31455587065189,39.25199239045548,35.739153079054084,33.650981897346696,Gujarat
2020-03-14,14,14,0,0,0,0,14,,,,,Haryana
2020-03-15,0,14,0,0,0,0,14,,,,,Haryana
2020-03-16,0,14,0,0,0,0,14,,,,,Haryana
2020-03-17,1,15,0,0,0,0,15,20.09329849942656,,,,Haryana
2020-03-18,1,16,0,0,0,0,16,21.48010733256263,25.95446534842217,,,Haryana
2020-03-19,1,17,0,0,0,0,17,22.866853756505872,17.850262907274768,,,Haryana
2020-03-20,2,19,0,0,0,0,19,12.463802609408123,11.348867582231295,15.888414615123812,,Haryana
2020-03-21,2,21,0,0,0,0,21,13.851383446452367,10.300213585530727,11.966579039460182,,Haryana
2020-03-22,0,21,0,0,0,0,21,,12.744781928330653,11.966579039460182,,Haryana
2020-03-23,7,28,11,11,0,0,17,4.818841679306419,6.945485487759714,7.7737671492262015,10.0,Haryana
2020-03-24,2,30,0,11,0,0,19,20.09329849942656,7.587678483555078,7.718681871767608,9.094748120090843,Haryana
2020-03-25,1,31,0,11,0,0,20,42.27819005316107,8.898714848113803,8.076300557510024,8.719601595969683,Haryana
2020-03-26,1,32,0,11,0,0,21,43.664604683438284,8.227979849058014,9.307613461637935,9.148215137319085,Haryana
2020-03-27,1,33,0,11,0,0,22,45.05101191108917,21.09355776147865,10.734933538825674,9.574929439609221,Haryana
2020-03-28,2,35,0,11,0,0,24,23.560207010130352,22.482780528009602,9.498408141997068,9.598585469255827,Haryana
2020-03-29,0,35,0,11,0,0,24,,28.557279409108467,21.743986036537727,11.346159365060721,Haryana
2020-03-30,1,36,6,17,0,0,19,49.21019543547671,29.424745961808597,26.612488118467517,12.859956968509314,Haryana
2020-03-31,7,43,0,17,0,0,26,7.802145295712736,13.09343934104939,14.82835822706625,9.671672522620767,Haryana
2020-04-01,0,43,10,27,0,0,16,,16.83605206758183,16.421718949979955,16.157442445649536,Haryana
2020-04-02,6,49,0,27,0,0,22,10.613171222602618,10.300213585530727,12.273903201574125,14.127900620246393,Haryana
2020-04-03,9,58,0,27,0,0,31,8.221278978938004,7.2668504393367295,9.60617458752693,11.064582271461127,Haryana
2020-04-04,26,84,1,28,0,0,56,3.7429602334834433,5.175701248208983,5.542208484319904,7.182270246997407,Haryana
